"id","age","gender","traffic_source","category","retail_price"
96280,33,"F","Organic","Outerwear & Coats",34.9900016784668
96529,70,"M","Search","Pants",34.9900016784668
96589,57,"M","Search","Jeans",34.9900016784668
97434,22,"F","Organic","Pants & Capris",34.9900016784668
98363,68,"M","Search","Tops & Tees",34.9900016784668
98717,24,"M","Organic","Jeans",34.9900016784668
99530,33,"M","Search","Sweaters",34.9900016784668
3696,20,"M","Display","Pants",34.9900016784668
5157,35,"M","Search","Active",34.9900016784668
6007,24,"F","Email","Sweaters",34.9900016784668
7464,33,"F","Search","Pants & Capris",34.9900016784668
8071,46,"M","Email","Pants",34.9900016784668
9061,33,"F","Search","Sleep & Lounge",34.9900016784668
12570,45,"F","Search","Sweaters",34.9900016784668
13373,12,"F","Search","Sleep & Lounge",34.9900016784668
13647,32,"F","Search","Swim",34.9900016784668
13692,36,"F","Search","Tops & Tees",34.9900016784668
14384,41,"M","Search","Active",34.9900016784668
15134,42,"M","Organic","Pants",34.9900016784668
15780,18,"F","Search","Jeans",34.9900016784668
18694,53,"M","Search","Sweaters",34.9900016784668
18776,19,"F","Search","Maternity",34.9900016784668
19169,57,"F","Search","Plus",34.9900016784668
19955,43,"M","Search","Pants",34.9900016784668
20876,39,"F","Search","Shorts",34.9900016784668
21394,48,"F","Search","Fashion Hoodies & Sweatshirts",34.9900016784668
21610,69,"M","Search","Pants",34.9900016784668
22065,36,"F","Search","Skirts",34.9900016784668
24882,57,"F","Search","Pants & Capris",34.9900016784668
25265,58,"M","Search","Pants",34.9900016784668
25654,28,"M","Search","Sweaters",34.9900016784668
28649,70,"M","Organic","Pants",34.9900016784668
29645,41,"F","Search","Sleep & Lounge",34.9900016784668
33079,17,"M","Search","Sweaters",34.9900016784668
34136,46,"F","Search","Plus",34.9900016784668
34807,38,"M","Search","Jeans",34.9900016784668
35853,43,"F","Organic","Pants & Capris",34.9900016784668
36573,36,"M","Search","Jeans",34.9900016784668
38057,48,"M","Search","Pants",34.9900016784668
38399,16,"F","Search","Intimates",34.9900016784668
39347,27,"M","Organic","Shorts",34.9900016784668
42346,43,"M","Search","Tops & Tees",34.9900016784668
44186,58,"F","Organic","Pants & Capris",34.9900016784668
48398,68,"F","Search","Intimates",34.9900016784668
48613,43,"M","Search","Sweaters",34.9900016784668
50321,60,"F","Search","Pants & Capris",34.9900016784668
51629,33,"M","Search","Jeans",34.9900016784668
55170,56,"F","Organic","Jeans",34.9900016784668
56615,41,"F","Search","Jeans",34.9900016784668
57080,53,"M","Organic","Jeans",34.9900016784668
57666,33,"F","Search","Maternity",34.9900016784668
60297,28,"M","Search","Sweaters",34.9900016784668
61526,25,"M","Search","Jeans",34.9900016784668
61685,55,"M","Organic","Jeans",34.9900016784668
61868,56,"F","Search","Outerwear & Coats",34.9900016784668
62917,40,"M","Organic","Tops & Tees",34.9900016784668
63911,25,"F","Search","Maternity",34.9900016784668
65051,37,"M","Search","Jeans",34.9900016784668
65742,61,"F","Email","Skirts",34.9900016784668
69035,66,"M","Search","Pants",34.9900016784668
69059,23,"F","Search","Tops & Tees",34.9900016784668
69913,56,"F","Organic","Sleep & Lounge",34.9900016784668
72327,67,"F","Search","Sleep & Lounge",34.9900016784668
72554,38,"M","Search","Jeans",34.9900016784668
73801,62,"F","Search","Maternity",34.9900016784668
74198,55,"F","Search","Pants & Capris",34.9900016784668
77681,23,"F","Search","Jeans",34.9900016784668
80322,39,"F","Search","Intimates",34.9900016784668
82985,32,"M","Search","Fashion Hoodies & Sweatshirts",34.9900016784668
84021,35,"F","Search","Intimates",34.9900016784668
84636,69,"M","Search","Tops & Tees",34.9900016784668
85091,68,"M","Search","Swim",34.9900016784668
88941,32,"F","Search","Pants & Capris",34.9900016784668
96791,55,"M","Search","Shorts",34.9900016784668
97163,34,"M","Organic","Jeans",34.9900016784668
434,37,"F","Search","Accessories",36.9900016784668
2811,40,"F","Search","Fashion Hoodies & Sweatshirts",36.9900016784668
2849,13,"M","Search","Tops & Tees",36.9900016784668
5302,20,"F","Search","Plus",36.9900016784668
5644,53,"F","Organic","Jeans",36.9900016784668
5935,20,"F","Search","Fashion Hoodies & Sweatshirts",36.9900016784668
6308,62,"F","Search","Jeans",36.9900016784668
6895,64,"M","Search","Pants",36.9900016784668
8253,43,"M","Search","Pants",36.9900016784668
8507,64,"M","Search","Pants",36.9900016784668
9303,17,"M","Search","Pants",36.9900016784668
13532,25,"M","Search","Pants",36.9900016784668
13614,61,"M","Search","Pants",36.9900016784668
14119,25,"F","Search","Fashion Hoodies & Sweatshirts",36.9900016784668
15986,39,"F","Search","Fashion Hoodies & Sweatshirts",36.9900016784668
16856,60,"F","Search","Dresses",36.9900016784668
16969,45,"F","Search","Fashion Hoodies & Sweatshirts",36.9900016784668
19269,58,"F","Search","Pants & Capris",36.9900016784668
19358,67,"F","Search","Sweaters",36.9900016784668
20920,48,"F","Search","Jeans",36.9900016784668
21018,27,"M","Search","Underwear",36.9900016784668
23254,27,"M","Search","Shorts",36.9900016784668
23600,28,"M","Organic","Socks",36.9900016784668
27314,14,"F","Search","Jeans",36.9900016784668
27952,59,"F","Search","Active",36.9900016784668
28722,54,"M","Search","Active",36.9900016784668
34842,31,"M","Display","Pants",36.9900016784668
35131,66,"M","Search","Shorts",36.9900016784668
38423,22,"M","Search","Jeans",36.9900016784668
42872,39,"F","Search","Sweaters",36.9900016784668
43533,50,"F","Search","Plus",36.9900016784668
45145,44,"F","Search","Dresses",36.9900016784668
46286,29,"M","Search","Sleep & Lounge",36.9900016784668
46917,31,"M","Facebook","Pants",36.9900016784668
49643,37,"F","Search","Sweaters",36.9900016784668
49706,69,"M","Organic","Underwear",36.9900016784668
51019,63,"M","Search","Fashion Hoodies & Sweatshirts",36.9900016784668
52413,53,"F","Organic","Sweaters",36.9900016784668
53070,45,"F","Facebook","Dresses",36.9900016784668
58562,22,"F","Search","Fashion Hoodies & Sweatshirts",36.9900016784668
60298,67,"M","Search","Sleep & Lounge",36.9900016784668
60808,51,"M","Search","Fashion Hoodies & Sweatshirts",36.9900016784668
60940,40,"F","Search","Jeans",36.9900016784668
61403,69,"F","Search","Jeans",36.9900016784668
61516,58,"F","Search","Dresses",36.9900016784668
61816,33,"F","Search","Dresses",36.9900016784668
61931,25,"M","Search","Pants",36.9900016784668
62393,45,"F","Search","Intimates",36.9900016784668
64078,15,"M","Search","Fashion Hoodies & Sweatshirts",36.9900016784668
64137,19,"F","Organic","Fashion Hoodies & Sweatshirts",36.9900016784668
64201,13,"F","Search","Swim",36.9900016784668
64285,52,"M","Facebook","Pants",36.9900016784668
64594,51,"M","Display","Pants",36.9900016784668
65110,67,"M","Search","Jeans",36.9900016784668
65926,24,"M","Search","Jeans",36.9900016784668
66697,30,"M","Search","Swim",36.9900016784668
67269,64,"M","Email","Pants",36.9900016784668
68906,22,"M","Search","Active",36.9900016784668
70095,31,"F","Search","Dresses",36.9900016784668
70429,67,"F","Search","Jeans",36.9900016784668
70466,70,"F","Search","Swim",36.9900016784668
70563,39,"M","Search","Pants",36.9900016784668
71261,16,"M","Search","Swim",36.9900016784668
71870,54,"F","Search","Dresses",36.9900016784668
72459,20,"F","Search","Pants & Capris",36.9900016784668
72669,56,"F","Facebook","Dresses",36.9900016784668
72844,36,"F","Search","Plus",36.9900016784668
74250,56,"M","Search","Shorts",36.9900016784668
74300,45,"F","Search","Jeans",36.9900016784668
75361,60,"M","Search","Pants",36.9900016784668
75503,54,"M","Search","Outerwear & Coats",36.9900016784668
76535,35,"F","Search","Jeans",36.9900016784668
77831,22,"F","Search","Intimates",36.9900016784668
78589,59,"F","Search","Fashion Hoodies & Sweatshirts",36.9900016784668
79964,66,"M","Display","Pants",36.9900016784668
80727,21,"F","Facebook","Jeans",36.9900016784668
80747,45,"F","Search","Dresses",36.9900016784668
82909,29,"M","Search","Outerwear & Coats",36.9900016784668
83202,28,"F","Search","Jeans",36.9900016784668
84177,26,"M","Search","Pants",36.9900016784668
84508,38,"F","Facebook","Fashion Hoodies & Sweatshirts",36.9900016784668
85464,41,"M","Search","Pants",36.9900016784668
85817,43,"M","Display","Fashion Hoodies & Sweatshirts",36.9900016784668
88373,48,"F","Search","Sweaters",36.9900016784668
90210,19,"M","Search","Sleep & Lounge",36.9900016784668
90362,32,"F","Search","Fashion Hoodies & Sweatshirts",36.9900016784668
92142,63,"M","Search","Active",36.9900016784668
94395,63,"M","Search","Jeans",36.9900016784668
94550,36,"M","Search","Pants",36.9900016784668
95313,68,"M","Search","Pants",36.9900016784668
98228,20,"F","Search","Jeans",36.9900016784668
98521,29,"F","Search","Swim",36.9900016784668
99052,18,"M","Display","Jeans",36.9900016784668
99128,36,"M","Search","Socks",36.9900016784668
99415,50,"F","Search","Fashion Hoodies & Sweatshirts",36.9900016784668
7941,27,"F","Email","Active",36.9900016784668
8631,53,"F","Search","Jeans",36.9900016784668
8782,32,"F","Facebook","Dresses",36.9900016784668
8813,54,"F","Search","Dresses",36.9900016784668
11311,49,"M","Search","Pants",36.9900016784668
22472,38,"F","Search","Fashion Hoodies & Sweatshirts",36.9900016784668
24455,64,"M","Organic","Shorts",36.9900016784668
25775,63,"F","Email","Sweaters",36.9900016784668
29587,49,"F","Search","Jeans",36.9900016784668
34037,38,"M","Search","Pants",36.9900016784668
36966,27,"F","Organic","Fashion Hoodies & Sweatshirts",36.9900016784668
37573,34,"F","Search","Plus",36.9900016784668
42844,52,"F","Search","Fashion Hoodies & Sweatshirts",36.9900016784668
45239,70,"F","Search","Intimates",36.9900016784668
45725,26,"F","Search","Blazers & Jackets",36.9900016784668
53846,42,"F","Search","Jeans",36.9900016784668
55543,46,"F","Search","Blazers & Jackets",36.9900016784668
60345,12,"F","Search","Fashion Hoodies & Sweatshirts",36.9900016784668
62889,39,"F","Email","Fashion Hoodies & Sweatshirts",36.9900016784668
63412,59,"M","Search","Pants",36.9900016784668
64435,55,"F","Search","Skirts",36.9900016784668
64507,62,"F","Search","Intimates",36.9900016784668
65352,24,"F","Search","Skirts",36.9900016784668
70212,59,"M","Search","Sleep & Lounge",36.9900016784668
73639,20,"M","Search","Pants",36.9900016784668
74426,28,"M","Search","Sleep & Lounge",36.9900016784668
75665,12,"M","Search","Pants",36.9900016784668
81364,24,"F","Search","Jeans",36.9900016784668
85123,29,"F","Search","Intimates",36.9900016784668
94613,57,"M","Search","Pants",36.9900016784668
575,66,"M","Search","Pants",38.9900016784668
4323,62,"M","Facebook","Tops & Tees",38.9900016784668
6514,66,"M","Search","Shorts",38.9900016784668
9983,69,"M","Search","Pants",38.9900016784668
11868,19,"F","Search","Shorts",38.9900016784668
14183,65,"F","Search","Swim",38.9900016784668
18398,57,"M","Facebook","Shorts",38.9900016784668
19558,60,"M","Search","Sleep & Lounge",38.9900016784668
19993,52,"M","Search","Shorts",38.9900016784668
27451,65,"F","Search","Dresses",38.9900016784668
30212,12,"F","Search","Shorts",38.9900016784668
31385,64,"M","Search","Active",38.9900016784668
36806,38,"F","Search","Dresses",38.9900016784668
41726,28,"F","Display","Accessories",38.9900016784668
42491,51,"F","Display","Swim",38.9900016784668
43133,65,"M","Search","Tops & Tees",38.9900016784668
45040,54,"F","Organic","Dresses",38.9900016784668
46059,16,"M","Search","Tops & Tees",38.9900016784668
49172,24,"M","Search","Accessories",38.9900016784668
55529,33,"M","Organic","Pants",38.9900016784668
58108,15,"M","Search","Sleep & Lounge",38.9900016784668
60107,69,"F","Facebook","Swim",38.9900016784668
60546,49,"M","Search","Sleep & Lounge",38.9900016784668
60793,66,"F","Search","Accessories",38.9900016784668
61012,20,"F","Display","Fashion Hoodies & Sweatshirts",38.9900016784668
65728,20,"F","Search","Dresses",38.9900016784668
67265,39,"M","Search","Pants",38.9900016784668
69074,25,"M","Facebook","Pants",38.9900016784668
69192,66,"F","Search","Clothing Sets",38.9900016784668
69202,65,"F","Search","Shorts",38.9900016784668
69652,36,"F","Search","Dresses",38.9900016784668
75610,14,"M","Organic","Tops & Tees",38.9900016784668
75946,34,"F","Search","Swim",38.9900016784668
84330,70,"F","Organic","Sweaters",38.9900016784668
92744,56,"F","Search","Shorts",38.9900016784668
95136,67,"F","Search","Plus",38.9900016784668
95849,57,"M","Search","Sleep & Lounge",38.9900016784668
97434,22,"F","Organic","Dresses",38.9900016784668
42266,13,"F","Search","Swim",38.9900016784668
51083,17,"F","Search","Swim",38.9900016784668
73157,27,"M","Search","Swim",38.9900016784668
90177,58,"F","Organic","Swim",38.9900016784668
97569,34,"M","Search","Pants",38.9900016784668
5358,55,"M","Search","Underwear",40.9900016784668
9169,39,"M","Search","Pants",40.9900016784668
9787,62,"F","Search","Intimates",40.9900016784668
23379,39,"M","Organic","Fashion Hoodies & Sweatshirts",40.9900016784668
29225,25,"F","Search","Swim",40.9900016784668
29521,59,"M","Organic","Underwear",40.9900016784668
37350,64,"F","Search","Intimates",40.9900016784668
44632,14,"M","Search","Pants",40.9900016784668
51529,58,"M","Search","Active",40.9900016784668
55989,45,"F","Organic","Intimates",40.9900016784668
69430,22,"F","Organic","Intimates",40.9900016784668
77345,58,"M","Search","Pants",40.9900016784668
78412,30,"F","Facebook","Swim",40.9900016784668
37633,63,"F","Organic","Swim",40.9900016784668
47374,35,"F","Search","Intimates",40.9900016784668
94220,20,"M","Search","Active",40.9900016784668
94743,51,"M","Organic","Pants",40.9900016784668
39,68,"F","Search","Plus",42.9900016784668
1854,13,"F","Search","Swim",42.9900016784668
3263,47,"F","Search","Pants & Capris",42.9900016784668
5463,57,"M","Facebook","Fashion Hoodies & Sweatshirts",42.9900016784668
9652,46,"F","Search","Pants & Capris",42.9900016784668
15760,31,"F","Email","Pants & Capris",42.9900016784668
17003,63,"M","Search","Tops & Tees",42.9900016784668
17456,51,"M","Search","Tops & Tees",42.9900016784668
18563,31,"F","Search","Pants & Capris",42.9900016784668
18716,64,"F","Search","Pants & Capris",42.9900016784668
18872,58,"M","Search","Jeans",42.9900016784668
23514,58,"F","Search","Pants & Capris",42.9900016784668
23898,58,"F","Facebook","Intimates",42.9900016784668
26665,34,"F","Email","Jeans",42.9900016784668
28463,63,"M","Search","Jeans",42.9900016784668
28612,58,"M","Search","Jeans",42.9900016784668
29320,27,"F","Search","Jeans",42.9900016784668
29445,39,"M","Search","Jeans",42.9900016784668
36158,56,"F","Search","Maternity",42.9900016784668
36964,63,"F","Display","Pants & Capris",42.9900016784668
37820,15,"M","Search","Active",42.9900016784668
40526,34,"M","Organic","Shorts",42.9900016784668
42501,35,"M","Search","Jeans",42.9900016784668
44699,57,"M","Search","Tops & Tees",42.9900016784668
46470,50,"F","Search","Jeans",42.9900016784668
48752,34,"F","Organic","Pants & Capris",42.9900016784668
54588,20,"M","Search","Jeans",42.9900016784668
54738,70,"F","Search","Pants & Capris",42.9900016784668
57314,62,"F","Organic","Pants & Capris",42.9900016784668
58141,67,"M","Search","Pants",42.9900016784668
60303,67,"F","Search","Dresses",42.9900016784668
60416,34,"M","Organic","Shorts",42.9900016784668
61034,27,"M","Facebook","Shorts",42.9900016784668
61677,19,"M","Organic","Outerwear & Coats",42.9900016784668
62536,59,"F","Display","Maternity",42.9900016784668
62553,24,"F","Search","Plus",42.9900016784668
64677,28,"F","Search","Pants & Capris",42.9900016784668
67299,15,"M","Organic","Fashion Hoodies & Sweatshirts",42.9900016784668
67374,59,"F","Search","Sweaters",42.9900016784668
67880,38,"M","Facebook","Shorts",42.9900016784668
69130,50,"F","Search","Jeans",42.9900016784668
69251,54,"M","Search","Jeans",42.9900016784668
70279,33,"F","Search","Maternity",42.9900016784668
71874,68,"M","Search","Shorts",42.9900016784668
73049,33,"F","Email","Sweaters",42.9900016784668
73120,19,"M","Search","Tops & Tees",42.9900016784668
73177,39,"M","Search","Pants",42.9900016784668
75656,18,"F","Search","Pants & Capris",42.9900016784668
75982,20,"F","Search","Pants & Capris",42.9900016784668
78821,57,"F","Search","Dresses",42.9900016784668
79049,18,"F","Organic","Dresses",42.9900016784668
79275,69,"M","Search","Jeans",42.9900016784668
80400,17,"M","Search","Active",42.9900016784668
81648,21,"F","Search","Dresses",42.9900016784668
81792,15,"F","Search","Pants & Capris",42.9900016784668
81982,38,"M","Search","Jeans",42.9900016784668
84436,35,"F","Organic","Jeans",42.9900016784668
84475,35,"M","Email","Pants",42.9900016784668
85204,39,"F","Search","Plus",42.9900016784668
85575,22,"M","Search","Shorts",42.9900016784668
88587,27,"F","Search","Pants & Capris",42.9900016784668
89737,58,"F","Organic","Jeans",42.9900016784668
90555,25,"M","Search","Pants",42.9900016784668
91822,16,"M","Organic","Pants",42.9900016784668
94674,51,"M","Organic","Tops & Tees",42.9900016784668
95540,25,"M","Search","Pants",42.9900016784668
95548,36,"F","Search","Plus",42.9900016784668
96125,47,"M","Search","Shorts",42.9900016784668
97411,28,"F","Email","Dresses",42.9900016784668
99432,50,"M","Organic","Jeans",42.9900016784668
7556,20,"M","Facebook","Jeans",42.9900016784668
23794,36,"F","Organic","Sweaters",42.9900016784668
30175,19,"F","Search","Jeans",42.9900016784668
33443,12,"F","Search","Dresses",42.9900016784668
44787,51,"M","Search","Jeans",42.9900016784668
48998,16,"M","Email","Tops & Tees",42.9900016784668
49374,23,"F","Search","Dresses",42.9900016784668
52576,13,"M","Organic","Shorts",42.9900016784668
53457,62,"F","Organic","Dresses",42.9900016784668
53810,21,"F","Search","Sweaters",42.9900016784668
61813,56,"M","Search","Jeans",42.9900016784668
64360,14,"F","Search","Jeans",42.9900016784668
65188,50,"F","Facebook","Jeans",42.9900016784668
67057,16,"F","Search","Sweaters",42.9900016784668
68754,44,"M","Organic","Shorts",42.9900016784668
73691,37,"M","Search","Shorts",42.9900016784668
90077,55,"M","Search","Jeans",42.9900016784668
91469,21,"M","Search","Pants",42.9900016784668
92644,56,"M","Search","Jeans",42.9900016784668
97977,59,"F","Search","Pants & Capris",42.9900016784668
2592,47,"F","Search","Intimates",44.9900016784668
3758,60,"F","Facebook","Outerwear & Coats",44.9900016784668
3843,39,"M","Search","Outerwear & Coats",44.9900016784668
4082,31,"M","Search","Jeans",44.9900016784668
4123,25,"F","Search","Intimates",44.9900016784668
5149,37,"M","Search","Pants",44.9900016784668
6350,26,"F","Organic","Swim",44.9900016784668
6357,22,"M","Search","Tops & Tees",44.9900016784668
8660,49,"M","Email","Outerwear & Coats",44.9900016784668
8716,58,"M","Search","Jeans",44.9900016784668
9834,53,"M","Facebook","Jeans",44.9900016784668
10503,56,"F","Search","Shorts",44.9900016784668
10903,46,"F","Search","Shorts",44.9900016784668
11554,13,"M","Organic","Tops & Tees",44.9900016784668
11794,14,"F","Search","Tops & Tees",44.9900016784668
12323,59,"F","Email","Intimates",44.9900016784668
12593,21,"M","Organic","Pants",44.9900016784668
13864,23,"F","Search","Sweaters",44.9900016784668
14713,70,"M","Search","Pants",44.9900016784668
14732,42,"M","Search","Pants",44.9900016784668
18317,24,"F","Email","Fashion Hoodies & Sweatshirts",44.9900016784668
18369,59,"M","Search","Jeans",44.9900016784668
18842,38,"M","Organic","Jeans",44.9900016784668
18950,19,"M","Organic","Tops & Tees",44.9900016784668
19024,44,"M","Organic","Tops & Tees",44.9900016784668
19336,21,"F","Search","Jeans",44.9900016784668
19521,39,"M","Search","Fashion Hoodies & Sweatshirts",44.9900016784668
19956,39,"F","Search","Dresses",44.9900016784668
20329,62,"F","Search","Sleep & Lounge",44.9900016784668
22575,40,"F","Organic","Sleep & Lounge",44.9900016784668
22880,67,"F","Search","Swim",44.9900016784668
22906,27,"F","Search","Jeans",44.9900016784668
23034,28,"M","Search","Sleep & Lounge",44.9900016784668
23718,15,"M","Search","Jeans",44.9900016784668
25841,52,"M","Search","Shorts",44.9900016784668
26501,55,"F","Search","Jeans",44.9900016784668
27017,63,"M","Search","Tops & Tees",44.9900016784668
27926,28,"F","Search","Shorts",44.9900016784668
27952,59,"F","Search","Jeans",44.9900016784668
28816,31,"M","Organic","Active",44.9900016784668
29161,24,"M","Organic","Pants",44.9900016784668
30087,66,"F","Search","Fashion Hoodies & Sweatshirts",44.9900016784668
30327,21,"M","Search","Tops & Tees",44.9900016784668
30352,49,"M","Search","Pants",44.9900016784668
32893,46,"F","Search","Intimates",44.9900016784668
33372,25,"F","Search","Swim",44.9900016784668
34515,16,"M","Organic","Swim",44.9900016784668
34746,36,"M","Search","Sweaters",44.9900016784668
36492,41,"F","Display","Swim",44.9900016784668
36728,29,"F","Search","Tops & Tees",44.9900016784668
38066,22,"M","Search","Jeans",44.9900016784668
38112,70,"F","Facebook","Shorts",44.9900016784668
38391,70,"M","Search","Fashion Hoodies & Sweatshirts",44.9900016784668
38624,45,"M","Search","Fashion Hoodies & Sweatshirts",44.9900016784668
38882,19,"M","Display","Jeans",44.9900016784668
39354,50,"M","Search","Pants",44.9900016784668
40023,32,"M","Search","Tops & Tees",44.9900016784668
40880,60,"F","Search","Tops & Tees",44.9900016784668
42274,23,"F","Search","Swim",44.9900016784668
43000,58,"F","Search","Dresses",44.9900016784668
43208,39,"M","Organic","Tops & Tees",44.9900016784668
43372,41,"M","Facebook","Tops & Tees",44.9900016784668
43383,70,"M","Search","Tops & Tees",44.9900016784668
46548,13,"M","Search","Active",44.9900016784668
47326,64,"F","Search","Fashion Hoodies & Sweatshirts",44.9900016784668
49659,54,"M","Search","Sleep & Lounge",44.9900016784668
49740,30,"M","Search","Sleep & Lounge",44.9900016784668
50829,36,"M","Search","Underwear",44.9900016784668
52298,62,"M","Organic","Pants",44.9900016784668
53038,69,"F","Search","Active",44.9900016784668
53279,64,"M","Search","Tops & Tees",44.9900016784668
54419,43,"F","Search","Pants & Capris",44.9900016784668
54707,67,"F","Search","Shorts",44.9900016784668
55824,70,"M","Search","Fashion Hoodies & Sweatshirts",44.9900016784668
57805,30,"F","Facebook","Sleep & Lounge",44.9900016784668
58051,62,"F","Search","Tops & Tees",44.9900016784668
58102,38,"F","Search","Dresses",44.9900016784668
58201,56,"F","Search","Dresses",44.9900016784668
58775,32,"M","Search","Shorts",44.9900016784668
59539,22,"M","Search","Pants",44.9900016784668
61054,56,"F","Organic","Active",44.9900016784668
61091,54,"F","Search","Plus",44.9900016784668
61330,42,"M","Search","Tops & Tees",44.9900016784668
61516,58,"F","Search","Swim",44.9900016784668
63016,30,"F","Search","Tops & Tees",44.9900016784668
63028,66,"F","Search","Swim",44.9900016784668
63494,26,"M","Search","Sleep & Lounge",44.9900016784668
63778,31,"M","Organic","Fashion Hoodies & Sweatshirts",44.9900016784668
64370,60,"F","Search","Skirts",44.9900016784668
64821,35,"M","Search","Tops & Tees",44.9900016784668
64871,28,"F","Search","Jeans",44.9900016784668
67861,39,"F","Search","Jeans",44.9900016784668
69021,15,"M","Organic","Tops & Tees",44.9900016784668
70794,49,"M","Organic","Sleep & Lounge",44.9900016784668
71018,70,"F","Search","Plus",44.9900016784668
71034,56,"M","Search","Pants",44.9900016784668
72097,44,"M","Search","Active",44.9900016784668
73001,70,"F","Email","Fashion Hoodies & Sweatshirts",44.9900016784668
73832,47,"M","Search","Pants",44.9900016784668
75443,38,"F","Search","Plus",44.9900016784668
77047,14,"M","Search","Sweaters",44.9900016784668
78015,26,"F","Organic","Skirts",44.9900016784668
78366,45,"F","Search","Jeans",44.9900016784668
78768,33,"M","Search","Fashion Hoodies & Sweatshirts",44.9900016784668
79257,68,"M","Facebook","Swim",44.9900016784668
79772,41,"F","Organic","Sleep & Lounge",44.9900016784668
81409,30,"M","Search","Tops & Tees",44.9900016784668
82748,31,"M","Search","Pants",44.9900016784668
83530,24,"F","Search","Swim",44.9900016784668
83866,25,"F","Email","Sleep & Lounge",44.9900016784668
84882,21,"F","Search","Sweaters",44.9900016784668
85004,64,"M","Search","Pants",44.9900016784668
85013,37,"F","Search","Maternity",44.9900016784668
85170,64,"M","Search","Jeans",44.9900016784668
86039,25,"F","Search","Socks & Hosiery",44.9900016784668
87289,32,"M","Search","Pants",44.9900016784668
87499,35,"M","Organic","Pants",44.9900016784668
87931,17,"M","Search","Pants",44.9900016784668
88304,20,"F","Organic","Active",44.9900016784668
88640,58,"M","Search","Tops & Tees",44.9900016784668
88646,62,"F","Organic","Active",44.9900016784668
88776,39,"M","Facebook","Pants",44.9900016784668
89881,36,"M","Search","Sleep & Lounge",44.9900016784668
90566,43,"M","Search","Socks",44.9900016784668
91088,67,"F","Search","Jeans",44.9900016784668
91522,43,"M","Search","Tops & Tees",44.9900016784668
92545,22,"M","Search","Active",44.9900016784668
93095,19,"M","Search","Active",44.9900016784668
94674,51,"M","Organic","Pants",44.9900016784668
95067,54,"F","Search","Jeans",44.9900016784668
95097,66,"M","Search","Swim",44.9900016784668
95691,23,"F","Organic","Jeans",44.9900016784668
97687,31,"F","Search","Tops & Tees",44.9900016784668
98190,31,"F","Organic","Skirts",44.9900016784668
98695,41,"F","Search","Intimates",44.9900016784668
98920,57,"M","Search","Fashion Hoodies & Sweatshirts",44.9900016784668
99707,70,"M","Search","Pants",44.9900016784668
99723,54,"M","Search","Jeans",44.9900016784668
99726,12,"F","Search","Swim",44.9900016784668
99900,49,"F","Search","Jeans",44.9900016784668
2598,60,"M","Search","Pants",44.9900016784668
3410,25,"M","Search","Tops & Tees",44.9900016784668
6355,16,"F","Display","Swim",44.9900016784668
7232,55,"M","Email","Active",44.9900016784668
9213,55,"F","Search","Sleep & Lounge",44.9900016784668
10000,56,"M","Search","Pants",44.9900016784668
12152,42,"M","Organic","Fashion Hoodies & Sweatshirts",44.9900016784668
15992,54,"M","Organic","Pants",44.9900016784668
19619,68,"M","Search","Pants",44.9900016784668
20305,33,"F","Search","Jeans",44.9900016784668
20436,18,"M","Search","Tops & Tees",44.9900016784668
20493,17,"M","Search","Outerwear & Coats",44.9900016784668
21358,55,"M","Organic","Active",44.9900016784668
23034,28,"M","Search","Pants",44.9900016784668
26629,56,"M","Search","Jeans",44.9900016784668
28568,55,"F","Search","Swim",44.9900016784668
30754,30,"M","Search","Pants",44.9900016784668
32749,22,"M","Search","Fashion Hoodies & Sweatshirts",44.9900016784668
32878,62,"F","Search","Shorts",44.9900016784668
32882,59,"M","Search","Underwear",44.9900016784668
33767,57,"M","Search","Tops & Tees",44.9900016784668
34655,38,"F","Search","Plus",44.9900016784668
36597,22,"F","Search","Jeans",44.9900016784668
36735,18,"M","Facebook","Underwear",44.9900016784668
38791,17,"F","Search","Pants & Capris",44.9900016784668
39165,66,"M","Search","Pants",44.9900016784668
39550,24,"F","Organic","Skirts",44.9900016784668
41332,50,"M","Search","Shorts",44.9900016784668
43460,66,"M","Facebook","Underwear",44.9900016784668
45461,26,"F","Search","Dresses",44.9900016784668
45491,29,"M","Organic","Tops & Tees",44.9900016784668
46799,14,"F","Facebook","Fashion Hoodies & Sweatshirts",44.9900016784668
49451,44,"M","Search","Active",44.9900016784668
53844,28,"F","Search","Plus",44.9900016784668
55488,42,"F","Search","Fashion Hoodies & Sweatshirts",44.9900016784668
56909,22,"M","Search","Outerwear & Coats",44.9900016784668
57901,61,"M","Facebook","Pants",44.9900016784668
58884,49,"M","Organic","Outerwear & Coats",44.9900016784668
60329,47,"M","Search","Jeans",44.9900016784668
61484,50,"M","Search","Sleep & Lounge",44.9900016784668
62428,41,"M","Search","Tops & Tees",44.9900016784668
63072,67,"M","Organic","Jeans",44.9900016784668
63149,25,"M","Search","Shorts",44.9900016784668
64294,59,"M","Search","Active",44.9900016784668
65730,66,"M","Search","Tops & Tees",44.9900016784668
66975,67,"M","Search","Pants",44.9900016784668
67112,20,"M","Search","Active",44.9900016784668
68595,43,"F","Search","Dresses",44.9900016784668
70397,13,"F","Facebook","Jeans",44.9900016784668
71652,24,"F","Facebook","Sweaters",44.9900016784668
73178,68,"F","Facebook","Intimates",44.9900016784668
73404,66,"M","Search","Active",44.9900016784668
74715,44,"F","Search","Pants & Capris",44.9900016784668
